"","BIOCHEMICAL","SUPER.PATHWAY","SUB.PATHWAY","COMP.ID","PLATFORM","CHEMICAL.ID","RI","MASS","CAS","PUBCHEM","KEGG","HMDB"
"met_660","S-adenosylhomocysteine (SAH)","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",42382,"LC/MS Neg",197,1832.4,383.1143,"979-92-0","439155","C00021","HMDB00939"
"met_661","salicylate","Xenobiotics","Drug - Topical Agents",1515,"LC/MS Neg",501,2195,137.0244,"69-72-7","338","C00805","HMDB01895"
"met_662","S-allylcysteine","Xenobiotics","Food Component/Plant",43239,"LC/MS Pos Early",100004509,2690,162.0583,"21593-77-1","98280","","HMDB34323"
"met_663","sarcosine","Amino Acid","Glycine, Serine and Threonine Metabolism",1516,"LC/MS Pos Early",1023,1280,90.055,"107-97-1","1088","C00213","HMDB00271"
"met_664","sebacate (C10-DC)","Lipid","Fatty Acid, Dicarboxylate",32398,"LC/MS Neg",100001211,1788,201.1132,"111-20-6","5192","C08277","HMDB00792"
"met_665","serine","Amino Acid","Glycine, Serine and Threonine Metabolism",1648,"LC/MS Pos Early",503,1239,106.0499,"56-45-1","5951","C00065","HMDB00187"
"met_666","serotonin","Amino Acid","Tryptophan Metabolism",2342,"LC/MS Pos Early",504,2550,177.1022,"153-98-0","5202","C00780","HMDB00259"
"met_667","S-methylcysteine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",39592,"LC/MS Neg",100002749,880,134.0281,"1187-84-4","24417","","HMDB02108"
"met_668","S-methylcysteine sulfoxide","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",43378,"LC/MS Pos Early",100002927,900,152.0376,"6853-87-8","82142","","HMDB29432"
"met_669","S-methylmethionine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",38127,"LC/MS Pos Early",100002183,2555,164.074,"12/7/93","458","C05319","HMDB38670"
"met_670","spermidine","Amino Acid","Polyamine Metabolism",485,"LC/MS Pos Early",50,3355,146.1652,"124-20-9","1102","C00315","HMDB01257"
"met_671","sphinganine","Lipid","Sphingolipid Metabolism",17769,"LC/MS Pos Late",313,1413,302.3054,"3102-56-5","3126","C00836","HMDB00269"
"met_672","sphinganine-1-phosphate","Lipid","Sphingolipid Metabolism",52605,"LC/MS Pos Late",100001876,1431,382.2717,"19794-97-9","520","","HMDB01383"
"met_673","sphingomyelin (d17:1/14:0, d16:1/15:0)*","Lipid","Sphingolipid Metabolism",62152,"LC/MS Pos Late",100020276,1950,661.5279,"",".","",""
"met_674","sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*","Lipid","Sphingolipid Metabolism",52433,"LC/MS Pos Late",100006314,2082,689.5592,"121999-58-4",".","",""
"met_675","sphingomyelin (d17:2/16:0, d18:2/15:0)*","Lipid","Sphingolipid Metabolism",57483,"LC/MS Pos Late",100015793,1837,687.5436,"",".","",""
"met_676","sphingomyelin (d18:0/18:0, d19:0/17:0)*","Lipid","Sphingolipid Metabolism",57473,"LC/MS Pos Late",100009027,2362,733.6218,"",".","","HMDB12087"
"met_677","sphingomyelin (d18:0/20:0, d16:0/22:0)*","Lipid","Sphingolipid Metabolism",57476,"LC/MS Pos Late",100015786,2600,761.6531,"",".","",""
"met_678","sphingomyelin (d18:1/14:0, d16:1/16:0)*","Lipid","Sphingolipid Metabolism",42463,"LC/MS Pos Late",100004328,1998,675.5436,"","11433862","","HMDB12097"
"met_679","sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)","Lipid","Sphingolipid Metabolism",52615,"LC/MS Pos Late",100008920,2312,717.5905,"121999-64-2",".","",""
"met_680","sphingomyelin (d18:1/18:1, d18:2/18:0)","Lipid","Sphingolipid Metabolism",37529,"LC/MS Pos Late",100002106,2167,729.5905,"108392-10-5","6443882","","HMDB12101"
"met_681","sphingomyelin (d18:1/19:0, d19:1/18:0)*","Lipid","Sphingolipid Metabolism",57475,"LC/MS Pos Late",100015787,2330,745.6218,"",".","",""
"met_682","sphingomyelin (d18:1/20:0, d16:1/22:0)*","Lipid","Sphingolipid Metabolism",48490,"LC/MS Pos Late",100006290,2685,759.6375,"",".","","HMDB12102"
"met_683","sphingomyelin (d18:1/20:1, d18:2/20:0)*","Lipid","Sphingolipid Metabolism",48491,"LC/MS Pos Late",100006292,2383,757.6218,"222403-67-0",".","",""
"met_684","sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*","Lipid","Sphingolipid Metabolism",57481,"LC/MS Pos Late",100006293,2039,755.6062,"",".","",""
"met_685","sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","Lipid","Sphingolipid Metabolism",52495,"LC/MS Pos Late",100009025,2793,773.6531,"",".","",""
"met_686","sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*","Lipid","Sphingolipid Metabolism",48493,"LC/MS Pos Late",100006295,2666,785.6531,"",".","","HMDB12104"
"met_687","sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*","Lipid","Sphingolipid Metabolism",57477,"LC/MS Pos Late",100006296,2209,783.6375,"",".","",""
"met_688","sphingomyelin (d18:1/24:1, d18:2/24:0)*","Lipid","Sphingolipid Metabolism",47153,"LC/MS Pos Late",100005986,3033,813.6844,"94359-13-4",".","","HMDB12107"
"met_689","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*","Lipid","Sphingolipid Metabolism",57478,"LC/MS Pos Late",100015792,3500,829.7157,"",".","",""
"met_690","sphingomyelin (d18:2/14:0, d18:1/14:1)*","Lipid","Sphingolipid Metabolism",47154,"LC/MS Pos Late",100005985,1860,673.5279,"",".","",""
"met_691","sphingomyelin (d18:2/16:0, d18:1/16:1)*","Lipid","Sphingolipid Metabolism",42459,"LC/MS Pos Late",100004329,2002,701.5592,"",".","",""
"met_692","sphingomyelin (d18:2/18:1)*","Lipid","Sphingolipid Metabolism",57474,"LC/MS Pos Late",100015788,1904,727.5749,"",".","",""
"met_693","sphingomyelin (d18:2/21:0, d16:2/23:0)*","Lipid","Sphingolipid Metabolism",57480,"LC/MS Pos Late",100015790,2330,771.6375,"",".","",""
"met_694","sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*","Lipid","Sphingolipid Metabolism",52435,"LC/MS Pos Late",100008956,2845,799.6687,"",".","",""
"met_695","sphingomyelin (d18:2/23:1)*","Lipid","Sphingolipid Metabolism",57482,"LC/MS Pos Late",100015791,2315,797.6531,"",".","",""
"met_696","sphingomyelin (d18:2/24:1, d18:1/24:2)*","Lipid","Sphingolipid Metabolism",52437,"LC/MS Pos Late",100008957,2635,811.6687,"",".","",""
"met_697","sphingomyelin (d18:2/24:2)*","Lipid","Sphingolipid Metabolism",57479,"LC/MS Pos Late",100015789,2215,809.6531,"",".","",""
"met_698","sphingosine","Lipid","Sphingolipid Metabolism",17747,"LC/MS Pos Late",297,1393,300.2897,"123-78-4","5353955","C00319","HMDB00252"
"met_699","sphingosine 1-phosphate","Lipid","Sphingolipid Metabolism",34445,"LC/MS Polar",100000626,1850,378.2415,"26993-30-6","5283560","C06124","HMDB00277"
"met_700","S-propylcysteine","Xenobiotics","Food Component/Plant",40648,"LC/MS Neg",100003774,2065,162.0594,"65309-79-7","125198","",""
"met_701","stachydrine","Xenobiotics","Food Component/Plant",34384,"LC/MS Pos Early",100001296,1440,144.1019,"4136-37-2","115244","C10172","HMDB04827"
"met_702","stearate (18:0)","Lipid","Long Chain Fatty Acid",1358,"LC/MS Neg",439,5872,283.2643,"57-11-4","5281","C01530","HMDB00827"
"met_703","stearidonate (18:4n3)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",33969,"LC/MS Neg",100001229,5395,275.2017,"111174-40-4","5312508","C16300","HMDB06547"
"met_704","stearoyl ethanolamide","Lipid","Endocannabinoid",38625,"LC/MS Pos Late",100002254,1787,328.321,"111-57-9","27902","","HMDB13078"
"met_705","stearoyl sphingomyelin (d18:1/18:0)","Lipid","Sphingolipid Metabolism",19503,"LC/MS Pos Late",1538,2400,731.6062,"85187-10-6;85187-10-6","6453725","C00550","HMDB01348"
"met_706","stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*","Lipid","Diacylglycerol",57450,"LC/MS Pos Late",100010949,3404,662.5718,"",".","",""
"met_707","stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*","Lipid","Diacylglycerol",57449,"LC/MS Pos Late",100010950,3522,662.5718,"",".","",""
"met_708","stearoylcarnitine (C18)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",34409,"LC/MS Pos Late",100001391,1485,428.3734,"18822-91-8","6426855","","HMDB00848"
"met_709","stearoylcholine*","Lipid","Fatty Acid Metabolism (Acyl Choline)",57464,"LC/MS Pos Late",100015759,1520,370.368,"",".","",""
"met_710","stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*","Lipid","Diacylglycerol",54947,"LC/MS Pos Late",100010921,3762,638.5718,"",".","",""
"met_711","suberate (C8-DC)","Lipid","Fatty Acid, Dicarboxylate",15730,"LC/MS Polar",100000016,2577.6,173.0819,"505-48-6","10457","C08278","HMDB00893"
"met_712","suberoylcarnitine (C8-DC)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",52990,"LC/MS Pos Early",100006627,2964,318.1911,"",".","",""
"met_713","succinate","Energy","TCA Cycle",1437,"LC/MS Polar",252,3149,117.0193,"110-15-6","1110","C00042","HMDB00254"
"met_714","succinimide","Xenobiotics","Chemical",41888,"LC/MS Polar",100003696,2155,116.0353,"123-56-8","11439","C07273",""
"met_715","succinylcarnitine (C4-DC)","Energy","TCA Cycle",37058,"LC/MS Pos Early",100001948,2291,262.1285,"256928-74-2","71464481","","HMDB61717"
"met_716","sulfate*","Xenobiotics","Chemical",46960,"LC/MS Neg",100002528,616,96.9601,"14808-79-8","1118","C00059","HMDB01448"
"met_717","tartronate (hydroxymalonate)","Xenobiotics","Bacterial/Fungal",20693,"LC/MS Neg",100000840,610,118.9986,"80-69-3","45","C02287","HMDB35227"
"met_718","taurine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",2125,"LC/MS Pos Early",512,660,126.022,"107-35-7","1123","C00245","HMDB00251"
"met_719","tauro-alpha-muricholate","Lipid","Primary Bile Acid Metabolism",42605,"LC/MS Neg",100004064,4745,514.2844,"",".","",""
"met_720","tauro-beta-muricholate","Lipid","Primary Bile Acid Metabolism",33983,"LC/MS Neg",100001250,4774,514.2844,"25696-60-0","168408","","HMDB00932"
"met_721","taurochenodeoxycholate","Lipid","Primary Bile Acid Metabolism",18494,"LC/MS Neg",1629,5250,498.2895,"6009-98-9","387316","C05465","HMDB00951"
"met_722","taurocholate","Lipid","Primary Bile Acid Metabolism",18497,"LC/MS Neg",1648,5150,514.2844,"145-42-6","6675","C05122","HMDB00036"
"met_723","taurodeoxycholate","Lipid","Secondary Bile Acid Metabolism",12261,"LC/MS Neg",1668,5257.4,498.2895,"207737-97-1","2733768","C05463","HMDB00896"
"met_724","taurohyodeoxycholic acid","Lipid","Secondary Bile Acid Metabolism",43588,"LC/MS Neg",100003869,5073,498.2895,"38411-85-7","119046","",""
"met_725","taurolithocholate","Lipid","Secondary Bile Acid Metabolism",31889,"LC/MS Neg",100001065,5345,482.2946,"516-90-5","10595","C02592","HMDB00722"
"met_726","tauroursodeoxycholate","Lipid","Secondary Bile Acid Metabolism",39378,"LC/MS Neg",100002912,5025,498.2895,"14605-22-2","9848818","","HMDB00874"
"met_727","tetradecanedioate (C14-DC)","Lipid","Fatty Acid, Dicarboxylate",35669,"LC/MS Neg",100001613,4000,257.1758,"821-38-5","13185","","HMDB00872"
"met_728","theobromine","Xenobiotics","Xanthine Metabolism",18392,"LC/MS Pos Early",100000445,1600,181.072,"83-67-0","5429","C07480","HMDB02825"
"met_729","theophylline","Xenobiotics","Xanthine Metabolism",18394,"LC/MS Neg",100000437,2356.9,179.0575,"58-55-9","2153","C07130","HMDB01889"
"met_730","thioproline","Xenobiotics","Chemical",53231,"LC/MS Pos Early",100009232,1250,134.027,"34592-47-4","93176","",""
"met_731","threonate","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",27738,"LC/MS Polar",100001022,2384,135.0299,"70753-61-6","151152","C01620","HMDB00943"
"met_732","threonine","Amino Acid","Glycine, Serine and Threonine Metabolism",1284,"LC/MS Pos Early",564,1514,120.0655,"72-19-5","6288","C00188","HMDB00167"
"met_733","thromboxane B2","Lipid","Eicosanoid",17807,"LC/MS Neg",1308,4526,369.2283,"54397-85-2","5283137","C05963","HMDB03252"
"met_734","thymine","Nucleotide","Pyrimidine Metabolism, Thymine containing",604,"LC/MS Neg",882,1654,125.0357,"65-71-4","1135","C00178","HMDB00262"
"met_735","thymol sulfate","Xenobiotics","Food Component/Plant",36095,"LC/MS Neg",100001757,4410,229.054,"89-83-8",".","C09908","HMDB01878"
"met_736","thyroxine","Amino Acid","Tyrosine Metabolism",2761,"LC/MS Neg",1094,4808,775.6794,"51-48-9","5819","C01829","HMDB01918"
"met_737","tiglylcarnitine (C5:1-DC)","Amino Acid","Leucine, Isoleucine and Valine Metabolism",35428,"LC/MS Pos Early",100001597,2962,244.1543,"64191-86-2","22833596","","HMDB02366"
"met_738","trans-urocanate","Amino Acid","Histidine Metabolism",607,"LC/MS Pos Early",537,2285,139.0502,"104-98-3","736715","C00785","HMDB00301"
"met_739","tricosanoyl sphingomyelin (d18:1/23:0)*","Lipid","Sphingolipid Metabolism",52436,"LC/MS Pos Late",100008955,3200,801.6844,"",".","","HMDB12105"
"met_740","trigonelline (N'-methylnicotinate)","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",32401,"LC/MS Pos Early",100001092,1388,138.055,"535-83-1","5570","C01004","HMDB00875"
"met_741","trimethylamine N-oxide","Lipid","Phospholipid Metabolism",40406,"LC/MS Pos Early",100003397,2100,76.0757,"1184-78-7","1145","C01104","HMDB00925"
"met_742","tryptophan","Amino Acid","Tryptophan Metabolism",54,"LC/MS Pos Early",565,2986,205.0972,"73-22-3","6305","C00078","HMDB00929"
"met_743","tryptophan betaine","Amino Acid","Tryptophan Metabolism",37097,"LC/MS Pos Early",100001743,2673,247.1441,"20671-76-5","442106","C09213","HMDB61115"
"met_744","tyrosine","Amino Acid","Tyrosine Metabolism",1299,"LC/MS Pos Early",815,2430,182.0812,"60-18-4","6057","C00082","HMDB00158"
"met_745","umbelliferone sulfate","Xenobiotics","Food Component/Plant",48674,"LC/MS Neg",100006282,2440,240.9812,"69526-88-1","129659","",""
"met_746","uridine 5'-monophosphate (UMP)","Nucleotide","Pyrimidine Metabolism, Uracil containing",2856,"LC/MS Pos Early",869,590,325.0432,"3387-36-8","6030","C00105","HMDB00288"
"met_747","undecanoate (11:0)","Lipid","Medium Chain Fatty Acid",12067,"LC/MS Neg",889,5219.2,185.1547,"334-48-5","8180","C17715","HMDB00947"
"met_748","uracil","Nucleotide","Pyrimidine Metabolism, Uracil containing",605,"LC/MS Pos Early",825,827,113.0346,"66-22-8","1174","C00106","HMDB00300"
"met_749","urate","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",1604,"LC/MS Neg",1134,757.1,167.0211,"69-93-2;120K5305","1175","C00366","HMDB00289"
"met_750","urea","Amino Acid","Urea cycle; Arginine and Proline Metabolism",1670,"LC/MS Pos Early",533,700,121.072,"57-13-6","1176","C00086","HMDB00294"
"met_751","uridine","Nucleotide","Pyrimidine Metabolism, Uracil containing",606,"LC/MS Neg",535,1457.6,243.0623,"58-96-8","6029","C00299","HMDB00296"
"met_752","ursodeoxycholate","Lipid","Secondary Bile Acid Metabolism",1605,"LC/MS Neg",1135,5055,391.2854,"128-13-2","31401","C07880","HMDB00946"
"met_753","valine","Amino Acid","Leucine, Isoleucine and Valine Metabolism",1649,"LC/MS Pos Early",566,2479,118.0863,"72-18-4","6287","C00183","HMDB00883"
"met_754","valylglycine","Peptide","Dipeptide",40475,"LC/MS Neg",100003641,1506,173.0932,"686-43-1","136487","","HMDB29127"
"met_755","vanillactate","Amino Acid","Tyrosine Metabolism",54910,"LC/MS Neg",100006129,1625,211.0612,"2475-56-1","160637","","HMDB00913"
"met_756","xanthine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",3147,"LC/MS Pos Early",1004,1032,153.0407,"69-89-6","1188","C00385","HMDB00292"
"met_757","xanthurenate","Amino Acid","Tryptophan Metabolism",15679,"LC/MS Neg",100000015,1476,204.0302,"59-007","5699","C02470","HMDB00881"
"met_758","ximenoylcarnitine (C26:1)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57517,"LC/MS Pos Late",100015836,1607,538.483,"",".","",""
"met_759","xylose","Carbohydrate","Pentose Metabolism",15581,"LC/MS Polar",826,1727,195.051,"609-06-3","135191","C00181","HMDB00098"
